Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
score_svs_f_q5,scoring_form_friend,,calc,score_svs_f_q5,[questionnaires_arm_2][svs_f_q5],,,,,,,,,,,,
score_svs_f_q6,scoring_form_friend,,calc,score_svs_f_q6,[questionnaires_arm_2][svs_f_q6],,,,,,,,,,,,
score_svs_f_q7,scoring_form_friend,,calc,score_svs_f_q7,[questionnaires_arm_2][svs_f_q7],,,,,,,,,,,,
score_svs_f_q8,scoring_form_friend,,calc,score_svs_f_q8,[questionnaires_arm_2][svs_f_q8],,,,,,,,,,,,
score_svs_f_q9,scoring_form_friend,,calc,score_svs_f_q9,[questionnaires_arm_2][svs_f_q9],,,,,,,,,,,,
score_svs_f_q10,scoring_form_friend,,calc,score_svs_f_q10,[questionnaires_arm_2][svs_f_q10],,,,,,,,,,,,
score_svs_f_q11,scoring_form_friend,,calc,score_svs_f_q11,[questionnaires_arm_2][svs_f_q11],,,,,,,,,,,,
score_svs_f_q12,scoring_form_friend,,calc,score_svs_f_q12,[questionnaires_arm_2][svs_f_q12],,,,,,,,,,,,
score_svs_f_q13,scoring_form_friend,,calc,score_svs_f_q13,[questionnaires_arm_2][svs_f_q13],,,,,,,,,,,,
score_svs_f_q14,scoring_form_friend,,calc,score_svs_f_q14,[questionnaires_arm_2][svs_f_q14],,,,,,,,,,,,
score_svs_f_q15,scoring_form_friend,,calc,score_svs_f_q15,[questionnaires_arm_2][svs_f_q15],,,,,,,,,,,,
score_svs_f_gullibility,scoring_form_friend,,calc,score_svs_f_gullibility,"sum([score_svs_f_q1],[score_svs_f_q2],[score_svs_f_q3],[score_svs_f_q4],[score_svs_f_q5],[score_svs_f_q6],[score_svs_f_q7],[score_svs_f_q8])",,,,,,,,,,,,
score_svs_f_credulity,scoring_form_friend,,calc,score_svs_f_credulity,"sum([score_svs_f_q9],[score_svs_f_q10],[score_svs_f_q11],[score_svs_f_q12],[score_svs_f_q13],[score_svs_f_q14],[score_svs_f_q15])",,,,,,,,,,,,
score_svs_f_total,scoring_form_friend,,calc,score_svs_f_total,"sum([score_svs_f_q1],[score_svs_f_q2],[score_svs_f_q3],[score_svs_f_q4],[score_svs_f_q5],[score_svs_f_q6],[score_svs_f_q7],[score_svs_f_q8],[score_svs_f_q9],[score_svs_f_q10],[score_svs_f_q11],[score_svs_f_q12],[score_svs_f_q13],[score_svs_f_q14],[score_svs_f_q15])",,,,,,,,,,,,
score_aadis_f_q1,scoring_form_friend,AADIS FRIEND,calc,score_aadis_f_q1,[questionnaires_arm_2][aadis_f_q1],,,,,,,,,,,,
score_aadis_f_q2,scoring_form_friend,,calc,score_aadis_f_q2,[questionnaires_arm_2][aadis_f_q2],,,,,,,,,,,,
score_aadis_f_q3,scoring_form_friend,,calc,score_aadis_f_q3,[questionnaires_arm_2][aadis_f_q3],,,,,,,,,,,,
score_aadis_f_q4,scoring_form_friend,,calc,score_aadis_f_q4,[questionnaires_arm_2][aadis_f_q4],,,,,,,,,,,,
score_aadis_f_q5,scoring_form_friend,,calc,score_aadis_f_q5,[questionnaires_arm_2][aadis_f_q5],,,,,,,,,,,,
score_aadis_f_q6,scoring_form_friend,,calc,score_aadis_f_q6,[questionnaires_arm_2][aadis_f_q6],,,,,,,,,,,,
score_aadis_f_q7,scoring_form_friend,,calc,score_aadis_f_q7,[questionnaires_arm_2][aadis_f_q7],,,,,,,,,,,,
score_aadis_f_q8,scoring_form_friend,,calc,score_aadis_f_q8,[questionnaires_arm_2][aadis_f_q8],,,,,,,,,,,,
score_aadis_f_q9,scoring_form_friend,,calc,score_aadis_f_q9,[questionnaires_arm_2][aadis_f_q9],,,,,,,,,,,,
score_aadis_f_q10,scoring_form_friend,,calc,score_aadis_f_q10,[questionnaires_arm_2][aadis_f_q10],,,,,,,,,,,,
score_aadis_f_q11,scoring_form_friend,,calc,score_aadis_f_q11,[questionnaires_arm_2][aadis_f_q11],,,,,,,,,,,,
score_aadis_f_q12,scoring_form_friend,,calc,score_aadis_f_q12,[questionnaires_arm_2][aadis_f_q12],,,,,,,,,,,,
score_aadis_f_q13,scoring_form_friend,,calc,score_aadis_f_q13,[questionnaires_arm_2][aadis_f_q13],,,,,,,,,,,,
score_aadis_f,scoring_form_friend,,calc,Total AADIS Score,"sum([score_aadis_f_q1],[score_aadis_f_q2],[score_aadis_f_q3],[score_aadis_f_q4],[score_aadis_f_q5],[score_aadis_f_q6],[score_aadis_f_q7],[score_aadis_f_q8],[score_aadis_f_q9],[score_aadis_f_q10],[score_aadis_f_q11],[score_aadis_f_q12],[score_aadis_f_q13])",,,,,,,,,,,,
sc_predate,scid_concensus,Interview Info,text,Date Presented,"sum([q1],[sc_q2],[sc_q3],[sc_q4],[sc_q5],[sc_q6],[sc_q7],[sc_q8])",MM-DD-YYYY,date_mdy,,,,,y,,,,,
sc_intdate,scid_concensus,,text,Interview Date,"sum([q1],[sc_q2],[sc_q3],[sc_q4],[sc_q5],[sc_q6],[sc_q7],[sc_q8])",MM-DD-YYYY,date_mdy,,,,,y,,,,,
sc_inter,scid_concensus,,text,Interviewer,"sum([q1],[sc_q2],[sc_q3],[sc_q4],[sc_q5],[sc_q6],[sc_q7],[sc_q8])",who conducted the eSCID?,,,,,,y,,,,,
sc_team,scid_concensus,,text,Who is present at the consensus meeting?,"sum([q1],[sc_q2],[sc_q3],[sc_q4],[sc_q5],[sc_q6],[sc_q7],[sc_q8])",,,,,,,y,,,,,
sc_mde_yn,scid_concensus,Major Depressive Episode,radio,"Choose ""Yes"" if there are any MDEs to report. Choose ""No"" to indicate no MDE diagnosis in lifetime (and skip to Manic section).","0, No | 1, Yes",,,,,,,y,,,,,
sc_mde1_inst,scid_concensus,MDE Episode 1,descriptive,Please complete the following major depressive episode 1 items.,,,,,,,[sc_mde_yn] = '1',,,,,,
sc_mde1_dx,scid_concensus,,radio,Is the MDE 1 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde_yn] = '1',,,,,,
sc_mde1_on,scid_concensus,,text,MDE 1 Onset Date,"sum([sc_mde1_q1],[sc_mde1_q2],[sc_mde1_q3],[sc_mde1_q4],[sc_mde1_q5],[sc_mde1_q6],[sc_mde1_q7],[sc_mde1_q8])",MM-DD-YYYY,date_mdy,,,,[sc_mde_yn] = '1',,,,,,
sc_mde1_off,scid_concensus,,text,MDE 1 Offset Date,"sum([sc_mde1_q1],[sc_mde1_q2],[sc_mde1_q3],[sc_mde1_q4],[sc_mde1_q5],[sc_mde1_q6],[sc_mde1_q7],[sc_mde1_q8])",Interview Date [sc_intdate],date_mdy,,,,[sc_mde_yn] = '1',,,,,,
sc_mde1_type,scid_concensus,,radio,"Is this episode (MDE 1) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde_yn] = '1',,,,,,
sc_mde1_sev,scid_concensus,,radio,Is this episode (MDE 1) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde_yn] = '1',,,,,,
sc_mde1_note,scid_concensus,,notes,Notes about MDE 1,,,,,,,[sc_mde_yn] = '1',,,,,,
sc_mde2_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde1_sev] <>""""",,,,,,
sc_mde2_inst,scid_concensus,MDE Episode 2,descriptive,Please complete the following major depressive episode 2 items.,,,,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde2_dx,scid_concensus,,radio,Is the MDE 2 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde2_on,scid_concensus,,text,MDE 2 Onset Date,"sum([sc_mde2_q1],[sc_mde2_q2],[sc_mde2_q3],[sc_mde2_q4],[sc_mde2_q5],[sc_mde2_q6],[sc_mde2_q7],[sc_mde2_q8])",MM-DD-YYYY,date_mdy,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde2_off,scid_concensus,,text,MDE 2 Offset Date,"sum([sc_mde2_q1],[sc_mde2_q2],[sc_mde2_q3],[sc_mde2_q4],[sc_mde2_q5],[sc_mde2_q6],[sc_mde2_q7],[sc_mde2_q8])",Interview Date [sc_intdate],date_mdy,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde2_type,scid_concensus,,radio,"Is this episode (MDE 2) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde2_sev,scid_concensus,,radio,Is this episode (MDE 2) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde2_note,scid_concensus,,notes,Notes about MDE 2,,,,,,,[sc_mde2_yn] = '1',,,,,,
sc_mde3_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde2_sev] <>""""",,,,,,
sc_mde3_inst,scid_concensus,MDE episode 3,descriptive,Please complete the following major depressive episode 3 items.,,,,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde3_dx,scid_concensus,,radio,Is the MDE 3 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde3_on,scid_concensus,,text,MDE 3 Onset Date,"sum([sc_mde3_q1],[sc_mde3_q2],[sc_mde3_q3],[sc_mde3_q4],[sc_mde3_q5],[sc_mde3_q6],[sc_mde3_q7],[sc_mde3_q8])",MM-DD-YYYY,date_mdy,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde3_off,scid_concensus,,text,MDE 3 Offset Date,"sum([sc_mde3_q1],[sc_mde3_q2],[sc_mde3_q3],[sc_mde3_q4],[sc_mde3_q5],[sc_mde3_q6],[sc_mde3_q7],[sc_mde3_q8])",Interview Date [sc_intdate],date_mdy,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde3_type,scid_concensus,,radio,"Is this episode (MDE 3) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde3_sev,scid_concensus,,radio,Is this episode (MDE 3) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde3_note,scid_concensus,,notes,Notes about MDE 3,,,,,,,[sc_mde3_yn] = '1',,,,,,
sc_mde4_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde3_sev] <>""""",,,,,,
sc_mde4_inst,scid_concensus,MDE episode 4,descriptive,Please complete the following major depressive episode 4 items.,,,,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde4_dx,scid_concensus,,radio,Is the MDE 4 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde4_on,scid_concensus,,text,MDE 4 Onset Date,"sum([sc_mde4_q1],[sc_mde4_q2],[sc_mde4_q3],[sc_mde4_q4],[sc_mde4_q5],[sc_mde4_q6],[sc_mde4_q7],[sc_mde4_q8])",MM-DD-YYYY,date_mdy,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde4_off,scid_concensus,,text,MDE 4 Offset Date,"sum([sc_mde4_q1],[sc_mde4_q2],[sc_mde4_q3],[sc_mde4_q4],[sc_mde4_q5],[sc_mde4_q6],[sc_mde4_q7],[sc_mde4_q8])",Interview Date [sc_intdate],date_mdy,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde4_type,scid_concensus,,radio,"Is this episode (MDE 4) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde4_sev,scid_concensus,,radio,Is this episode (MDE 4) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde4_note,scid_concensus,,notes,Notes about MDE 4,,,,,,,[sc_mde4_yn] = '1',,,,,,
sc_mde5_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde4_sev] <>""""",,,,,,
sc_mde5_inst,scid_concensus,MDE episode 5,descriptive,Please complete the following major depressive episode 5 items.,,,,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde5_dx,scid_concensus,,radio,Is the MDE 5 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde5_on,scid_concensus,,text,MDE 5 Onset Date,"sum([sc_mde5_q1],[sc_mde5_q2],[sc_mde5_q3],[sc_mde5_q4],[sc_mde5_q5],[sc_mde5_q6],[sc_mde5_q7],[sc_mde5_q8])",MM-DD-YYYY,,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde5_off,scid_concensus,,text,MDE 5 Offset Date,"sum([sc_mde5_q1],[sc_mde5_q2],[sc_mde5_q3],[sc_mde5_q4],[sc_mde5_q5],[sc_mde5_q6],[sc_mde5_q7],[sc_mde5_q8])",Interview Date [sc_intdate],,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde5_type,scid_concensus,,radio,"Is this episode (MDE 5) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde5_sev,scid_concensus,,radio,Is this episode (MDE 5) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde5_note,scid_concensus,,notes,Notes about MDE 5,,,,,,,[sc_mde5_yn] = '1',,,,,,
sc_mde6_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde5_sev] <>""""",,,,,,
sc_mde6_inst,scid_concensus,MDE episode 6,descriptive,Please complete the following major depressive episode 6 items.,,,,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde6_dx,scid_concensus,,radio,Is the MDE 6 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde6_on,scid_concensus,,text,MDE 6 Onset Date,"sum([sc_mde6_q1],[sc_mde6_q2],[sc_mde6_q3],[sc_mde6_q4],[sc_mde6_q5],[sc_mde6_q6],[sc_mde6_q7],[sc_mde6_q8])",MM-DD-YYYY,,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde6_off,scid_concensus,,text,MDE 6 Offset Date,"sum([sc_mde6_q1],[sc_mde6_q2],[sc_mde6_q3],[sc_mde6_q4],[sc_mde6_q5],[sc_mde6_q6],[sc_mde6_q7],[sc_mde6_q8])",Interview Date [sc_intdate],,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde6_type,scid_concensus,,radio,"Is this episode (MDE 6) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde6_sev,scid_concensus,,radio,Is this episode (MDE 6) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde6_note,scid_concensus,,notes,Notes about MDE 6,,,,,,,[sc_mde6_yn] = '1',,,,,,
sc_mde7_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde6_sev] <>""""",,,,,,
sc_mde7_inst,scid_concensus,MDE episode 7,descriptive,Please complete the following major depressive episode 7 items.,,,,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde7_dx,scid_concensus,,radio,Is the MDE 7 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde7_on,scid_concensus,,text,MDE 7 Onset Date,"sum([sc_mde7_q1],[sc_mde7_q2],[sc_mde7_q3],[sc_mde7_q4],[sc_mde7_q5],[sc_mde7_q6],[sc_mde7_q7],[sc_mde7_q8])",MM-DD-YYYY,,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde7_off,scid_concensus,,text,MDE 7 Offset Date,"sum([sc_mde7_q1],[sc_mde7_q2],[sc_mde7_q3],[sc_mde7_q4],[sc_mde7_q5],[sc_mde7_q6],[sc_mde7_q7],[sc_mde7_q8])",Interview Date [sc_intdate],,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde7_type,scid_concensus,,radio,"Is this episode (MDE 7) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde7_sev,scid_concensus,,radio,Is this episode (MDE 7) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde7_note,scid_concensus,,notes,Notes about MDE 7,,,,,,,[sc_mde7_yn] = '1',,,,,,
sc_mde8_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde7_sev] <>""""",,,,,,
sc_mde8_inst,scid_concensus,MDE episode 8,descriptive,Please complete the following major depressive episode 8 items.,,,,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde8_dx,scid_concensus,,radio,Is the MDE 8 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde8_on,scid_concensus,,text,MDE 8 Onset Date,"sum([sc_mde8_q1],[sc_mde8_q2],[sc_mde8_q3],[sc_mde8_q4],[sc_mde8_q5],[sc_mde8_q6],[sc_mde8_q7],[sc_mde8_q8])",MM-DD-YYYY,,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde8_off,scid_concensus,,text,MDE 8 Offset Date,"sum([sc_mde8_q1],[sc_mde8_q2],[sc_mde8_q3],[sc_mde8_q4],[sc_mde8_q5],[sc_mde8_q6],[sc_mde8_q7],[sc_mde8_q8])",Interview Date [sc_intdate],,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde8_type,scid_concensus,,radio,"Is this episode (MDE 8) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde8_sev,scid_concensus,,radio,Is this episode (MDE 8) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde8_note,scid_concensus,,notes,Notes about MDE 8,,,,,,,[sc_mde8_yn] = '1',,,,,,
sc_mde9_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde8_sev] <>""""",,,,,,
sc_mde9_inst,scid_concensus,MDE episode 9,descriptive,Please complete the following major depressive episode 9 items.,,,,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde9_dx,scid_concensus,,radio,Is the MDE 9 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde9_on,scid_concensus,,text,MDE 9 Onset Date,"sum([sc_mde9_q1],[sc_mde9_q2],[sc_mde9_q3],[sc_mde9_q4],[sc_mde9_q5],[sc_mde9_q6],[sc_mde9_q7],[sc_mde9_q8])",MM-DD-YYYY,,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde9_off,scid_concensus,,text,MDE 9 Offset Date,"sum([sc_mde9_q1],[sc_mde9_q2],[sc_mde9_q3],[sc_mde9_q4],[sc_mde9_q5],[sc_mde9_q6],[sc_mde9_q7],[sc_mde9_q8])",Interview Date [sc_intdate],,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde9_type,scid_concensus,,radio,"Is this episode (MDE 9) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde9_sev,scid_concensus,,radio,Is this episode (MDE 9) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde9_note,scid_concensus,,notes,Notes about MDE 9,,,,,,,[sc_mde9_yn] = '1',,,,,,
sc_mde10_yn,scid_concensus,,radio,"Choose ""Yes"" to report more major depressive episode(s). To skip to the Manic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_mde9_sev] <>""""",,,,,,
sc_mde10_inst,scid_concensus,MDE episode 10,descriptive,Please complete the following major depressive episode 10 items.,,,,,,,[sc_mde10_yn] = '1',,,,,,
sc_mde10_dx,scid_concensus,,radio,Is the MDE 10 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_mde10_yn] = '1',,,,,,
sc_mde10_on,scid_concensus,,text,MDE 10 Onset Date,"sum([sc_mde10_q1],[sc_mde10_q2],[sc_mde10_q3],[sc_mde10_q4],[sc_mde10_q5],[sc_mde10_q6],[sc_mde10_q7],[sc_mde10_q8])",MM-DD-YYYY,,,,,[sc_mde10_yn] = '1',,,,,,
sc_mde10_off,scid_concensus,,text,MDE 10 Offset Date,"sum([sc_mde10_q1],[sc_mde10_q2],[sc_mde10_q3],[sc_mde10_q4],[sc_mde10_q5],[sc_mde10_q6],[sc_mde10_q7],[sc_mde10_q8])",Interview Date [sc_intdate],,,,,[sc_mde10_yn] = '1',,,,,,
sc_mde10_type,scid_concensus,,radio,"Is this episode (MDE 10) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_mde10_yn] = '1',,,,,,
sc_mde10_sev,scid_concensus,,radio,Is this episode (MDE 10) the most severe?,"0, No | 1, Yes",,,,,,[sc_mde10_yn] = '1',,,,,,
sc_mde10_note,scid_concensus,,notes,Notes about MDE 10,,,,,,,[sc_mde10_yn] = '1',,,,,,
sc_man_yn,scid_concensus,MANIA,radio,"Choose ""Yes"" if there are any mans to report. Choose ""No"" to indicate no MAN diagnosis in lifetime (and skip to Manic section).","0, No | 1, Yes",,,,,,,y,,,,,
sc_man1_inst,scid_concensus,MAN Episode 1,descriptive,Please complete the following manic episode 1 items.,,,,,,,[sc_man_yn] = '1',,,,,,
sc_man1_dx,scid_concensus,,radio,Is the MAN 1 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_man_yn] = '1',,,,,,
sc_man1_on,scid_concensus,,text,MAN 1 Onset Date,"sum([sc_man1_q1],[sc_man1_q2],[sc_man1_q3],[sc_man1_q4],[sc_man1_q5],[sc_man1_q6],[sc_man1_q7],[sc_man1_q8])",MM-DD-YYYY,date_mdy,,,,[sc_man_yn] = '1',,,,,,
sc_man1_off,scid_concensus,,text,MAN 1 Offset Date,"sum([sc_man1_q1],[sc_man1_q2],[sc_man1_q3],[sc_man1_q4],[sc_man1_q5],[sc_man1_q6],[sc_man1_q7],[sc_man1_q8])",Interview Date [sc_intdate],date_mdy,,,,[sc_man_yn] = '1',,,,,,
sc_man1_type,scid_concensus,,radio,"Is this episode (MAN 1) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_man_yn] = '1',,,,,,
sc_man1_sev,scid_concensus,,radio,Is this episode (MAN 1) the most severe?,"0, No | 1, Yes",,,,,,[sc_man_yn] = '1',,,,,,
sc_man1_note,scid_concensus,,notes,Notes about MAN 1,,,,,,,[sc_man_yn] = '1',,,,,,
sc_man2_yn,scid_concensus,,radio,"Choose ""Yes"" to report more manic episode(s). To skip to the Hypomanic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_man1_sev] <>""""",,,,,,
sc_man2_inst,scid_concensus,MAN Episode 2,descriptive,Please complete the following manic episode 2 items.,,,,,,,[sc_man2_yn] = '1',,,,,,
sc_man2_dx,scid_concensus,,radio,Is the MAN 2 Dx or OS?,"0, OS | 1, Dx",,,,,,[sc_man2_yn] = '1',,,,,,
sc_man2_on,scid_concensus,,text,MAN 2 Onset Date,"sum([sc_man2_q1],[sc_man2_q2],[sc_man2_q3],[sc_man2_q4],[sc_man2_q5],[sc_man2_q6],[sc_man2_q7],[sc_man2_q8])",MM-DD-YYYY,date_mdy,,,,[sc_man2_yn] = '1',,,,,,
sc_man2_off,scid_concensus,,text,MAN 2 Offset Date,"sum([sc_man2_q1],[sc_man2_q2],[sc_man2_q3],[sc_man2_q4],[sc_man2_q5],[sc_man2_q6],[sc_man2_q7],[sc_man2_q8])",Interview Date [sc_intdate],date_mdy,,,,[sc_man2_yn] = '1',,,,,,
sc_man2_type,scid_concensus,,radio,"Is this episode (MAN 2) primary (i.e., not better explained by substance induced or other medical condition), substance-induced, or AMC?","0, AMC | 1, Substance-induced | 2, Primary",,,,,,[sc_man2_yn] = '1',,,,,,
sc_man2_sev,scid_concensus,,radio,Is this episode (MAN 2) the most severe?,"0, No | 1, Yes",,,,,,[sc_man2_yn] = '1',,,,,,
sc_man2_note,scid_concensus,,notes,Notes about MAN 2,,,,,,,[sc_man2_yn] = '1',,,,,,
sc_man3_yn,scid_concensus,,radio,"Choose ""Yes"" to report more manic episode(s). To skip to the Hypomanic Episode section, choose ""No"".","0, No | 1, Yes",,,,,,"[sc_man2_sev] <>""""",,,,,,
